Country,City or Region (if applicable),Resolution,Year,Month (if applicable),Pollutant,Concentration,Unit,Method of Measurement,Data Source (Link),(Comments)
Malaysia,NA,Annual,2016,NA,Household AP,0.022,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Malaysia,NA,Annual,2017,NA,Household AP,0.02,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1990,NA,Ambient PM2.5,40,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1995,NA,Ambient PM2.5,41,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2000,NA,Ambient PM2.5,39,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2005,NA,Ambient PM2.5,43,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2010,NA,Ambient PM2.5,44,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2011,NA,Ambient PM2.5,44,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2012,NA,Ambient PM2.5,43,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2013,NA,Ambient PM2.5,43,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2014,NA,Ambient PM2.5,40,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2015,NA,Ambient PM2.5,39,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2016,NA,Ambient PM2.5,36,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2017,NA,Ambient PM2.5,36,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),1990,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),1995,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2000,NA,Ambient O3,53,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2005,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2010,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2011,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2012,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2013,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2014,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2015,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2016,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,8-hour max during warm season (6-month period),2017,NA,Ambient O3,52,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1990,NA,Household AP,0.97,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,1995,NA,Household AP,0.96,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2000,NA,Household AP,0.94,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2005,NA,Household AP,0.93,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2010,NA,Household AP,0.9,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2011,NA,Household AP,0.89,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2012,NA,Household AP,0.88,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2013,NA,Household AP,0.88,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2014,NA,Household AP,0.87,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2015,NA,Household AP,0.85,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2016,NA,Household AP,0.85,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Myanmar,NA,Annual,2017,NA,Household AP,0.84,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,1990,NA,Ambient PM2.5,88,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,1995,NA,Ambient PM2.5,91,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2000,NA,Ambient PM2.5,89,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2005,NA,Ambient PM2.5,93,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2010,NA,Ambient PM2.5,101,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2011,NA,Ambient PM2.5,101,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2012,NA,Ambient PM2.5,97,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2013,NA,Ambient PM2.5,95,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2014,NA,Ambient PM2.5,98,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2015,NA,Ambient PM2.5,96,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2016,NA,Ambient PM2.5,98,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2017,NA,Ambient PM2.5,100,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),1990,NA,Ambient O3,63,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),1995,NA,Ambient O3,63,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2000,NA,Ambient O3,62,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2005,NA,Ambient O3,63,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2010,NA,Ambient O3,64,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2011,NA,Ambient O3,65,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2012,NA,Ambient O3,65,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2013,NA,Ambient O3,65,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2014,NA,Ambient O3,66,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2015,NA,Ambient O3,66,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2016,NA,Ambient O3,66,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,8-hour max during warm season (6-month period),2017,NA,Ambient O3,67,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Nepal,NA,Annual,1990,NA,Household AP,0.88,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,1995,NA,Household AP,0.85,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2000,NA,Household AP,0.81,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2005,NA,Household AP,0.8,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2010,NA,Household AP,0.77,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2011,NA,Household AP,0.76,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2012,NA,Household AP,0.74,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2013,NA,Household AP,0.72,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2014,NA,Household AP,0.71,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2015,NA,Household AP,0.69,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2016,NA,Household AP,0.67,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Nepal,NA,Annual,2017,NA,Household AP,0.65,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,1990,NA,Ambient PM2.5,60,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,1995,NA,Ambient PM2.5,61,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2000,NA,Ambient PM2.5,61,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2005,NA,Ambient PM2.5,63,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2010,NA,Ambient PM2.5,68,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2011,NA,Ambient PM2.5,69,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2012,NA,Ambient PM2.5,62,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2013,NA,Ambient PM2.5,61,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2014,NA,Ambient PM2.5,60,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2015,NA,Ambient PM2.5,60,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2016,NA,Ambient PM2.5,59,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2017,NA,Ambient PM2.5,58,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),1990,NA,Ambient O3,61,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),1995,NA,Ambient O3,60,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2000,NA,Ambient O3,60,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2005,NA,Ambient O3,61,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2010,NA,Ambient O3,62,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2011,NA,Ambient O3,62,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2012,NA,Ambient O3,62,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2013,NA,Ambient O3,62,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2014,NA,Ambient O3,63,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2015,NA,Ambient O3,63,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2016,NA,Ambient O3,63,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,8-hour max during warm season (6-month period),2017,NA,Ambient O3,63,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,1990,NA,Household AP,0.86,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,1995,NA,Household AP,0.82,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2000,NA,Household AP,0.78,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2005,NA,Household AP,0.74,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2010,NA,Household AP,0.67,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2011,NA,Household AP,0.65,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2012,NA,Household AP,0.63,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2013,NA,Household AP,0.61,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2014,NA,Household AP,0.59,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2015,NA,Household AP,0.57,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2016,NA,Household AP,0.55,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Pakistan,NA,Annual,2017,NA,Household AP,0.52,Proportion of population,"Estimates based on information from surveys about cooking practices, information on the age and gender structure of the population in each country, and indoor measurements of household air pollution-related PM2.5",https://www.stateofglobalair.org/,
Philippines,NA,Annual,1990,NA,Ambient PM2.5,22,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,1995,NA,Ambient PM2.5,22,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2000,NA,Ambient PM2.5,22,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2005,NA,Ambient PM2.5,23,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2010,NA,Ambient PM2.5,24,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2011,NA,Ambient PM2.5,23,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2012,NA,Ambient PM2.5,23,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2013,NA,Ambient PM2.5,21,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2014,NA,Ambient PM2.5,20,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2015,NA,Ambient PM2.5,20,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2016,NA,Ambient PM2.5,18,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,Annual,2017,NA,Ambient PM2.5,18,??g/m3,"Estimated using data from air pollution monitoring stations (9,960 stations from 108 countries), satellite observations (from 1998 to 2017), and global chemical transport models
",https://www.stateofglobalair.org/,
Philippines,NA,8-hour max during warm season (6-month period),1990,NA,Ambient O3,36,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Philippines,NA,8-hour max during warm season (6-month period),1995,NA,Ambient O3,36,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
Philippines,NA,8-hour max during warm season (6-month period),2000,NA,Ambient O3,37,ppb,"Estimates based on monitoring stations (nearly 10,000 sites around the world) and global chemical transport models; 8-hour daily maximum ozone concentrations.",https://www.stateofglobalair.org/,
